frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
107,3.567,56.196,88.533,167.438,25.205,157.436,30.970,0.999832,-0.001567,0.018265,0.000031,0
108,3.600,56.029,88.332,167.084,25.583,157.675,30.750,0.999798,-0.002366,0.019970,0.000049,0
109,3.633,56.622,89.046,168.455,24.118,157.836,30.601,0.999868,0.000683,0.016205,-0.000012,0
110,3.667,56.503,88.902,167.398,25.247,157.598,30.821,0.999812,-0.002294,0.019247,0.000047,0
111,3.700,56.407,88.786,166.558,26.145,157.658,30.765,0.999782,-0.003490,0.020573,0.000075,0
112,3.733,56.129,88.452,166.749,25.941,157.810,30.625,0.999846,-0.000054,0.017576,-0.000002,0
113,3.767,55.704,87.942,166.477,26.231,157.589,30.829,0.999782,-0.003435,0.020619,0.000072,0
114,3.800,56.168,88.499,166.019,26.721,157.468,30.940,0.999820,-0.001342,0.018900,0.000019,0
115,3.833,55.774,88.025,166.828,25.857,157.591,30.827,0.999836,-0.001002,0.018099,0.000016,0
116,3.867,55.883,88.157,167.167,25.494,157.748,30.682,0.999850,0.000463,0.017298,-0.000011,0
117,3.900,56.042,88.348,166.406,26.307,157.718,30.710,0.999769,-0.003365,0.021238,0.000070,0
118,3.933,56.541,88.948,166.670,26.026,157.580,30.837,0.999826,-0.000932,0.018637,0.000015,0
119,3.967,55.975,88.267,167.339,25.311,157.454,30.953,0.999843,-0.000513,0.017712,0.000004,0
120,4.000,56.795,89.253,167.541,25.095,157.952,30.494,0.999822,-0.001131,0.018824,0.000025,0
121,4.033,55.940,88.224,166.514,26.192,157.646,30.776,0.999806,-0.003181,0.019458,0.000068,0
122,4.067,56.029,88.332,167.586,25.047,157.841,30.596,0.999865,0.001362,0.016392,-0.000030,0
123,4.100,56.576,88.990,167.322,25.329,157.767,30.665,0.999802,-0.002709,0.019702,0.000057,0
124,4.133,55.804,88.062,167.515,25.122,157.665,30.758,0.999879,-0.000433,0.015527,0.000005,0
125,4.167,56.572,88.985,166.945,25.732,157.421,30.984,0.999910,0.001419,0.013326,-0.000031,0
126,4.200,56.630,89.055,167.318,25.332,157.474,30.935,0.999858,-0.000816,0.016859,0.000009,0
127,4.233,56.102,88.420,167.102,25.564,157.449,30.958,0.999899,0.000861,0.014206,-0.000024,0
128,4.267,56.165,88.495,166.783,25.905,157.490,30.921,0.999861,0.002342,0.016509,-0.000055,0
129,4.300,56.478,88.872,167.197,25.462,157.420,30.985,0.999856,-0.000629,0.016941,0.000006,0
130,4.333,55.917,88.197,166.734,25.957,157.618,30.803,0.999839,-0.002047,0.017824,0.000040,0
131,4.367,56.442,88.828,167.640,24.989,157.438,30.968,0.999851,-0.000124,0.017279,-0.000000,0
132,4.400,55.668,87.898,166.609,26.090,157.372,31.029,0.999871,0.000168,0.016055,-0.000010,0
133,4.433,56.186,88.521,166.180,26.549,157.449,30.958,0.999841,-0.001200,0.017769,0.000018,0
