frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
0,0.000,55.259,87.406,135.036,59.829,113.018,71.925,0.013828,0.002592,0.054537,0.998413,0
1,0.033,55.739,87.983,137.402,57.300,113.681,71.313,0.014796,-0.000865,0.058486,0.998178,0
2,0.067,57.208,89.750,137.099,57.625,113.109,71.841,0.013973,0.001634,0.055564,0.998356,0
3,0.100,56.178,88.511,137.004,57.725,113.631,71.360,0.013773,0.002415,0.054073,0.998439,0
4,0.133,55.068,87.177,136.023,58.774,113.237,71.722,0.014033,0.000778,0.055660,0.998351,0
5,0.167,53.833,85.691,135.805,59.007,113.239,71.720,0.014326,0.002792,0.057110,0.998261,0
6,0.200,54.206,86.139,136.302,58.476,113.670,71.323,0.014243,0.001616,0.056331,0.998309,0
7,0.233,54.953,87.038,136.371,58.402,113.230,71.729,0.013954,0.003862,0.055539,0.998352,0
8,0.267,54.715,86.752,136.372,58.401,113.054,71.891,0.014641,0.000305,0.057589,0.998233,0
9,0.300,55.719,87.959,136.872,57.867,113.582,71.404,0.013938,0.002413,0.055004,0.998386,0
10,0.333,56.508,88.908,136.574,58.185,112.617,72.294,0.013559,0.003798,0.054499,0.998415,0
11,0.367,54.466,86.452,135.513,59.319,112.162,72.714,0.016066,-0.001485,0.064854,0.997764,0
12,0.400,55.739,87.984,135.860,58.948,112.440,72.458,0.014384,0.001241,0.057510,0.998241,0
13,0.433,53.938,85.817,134.341,60.572,112.816,72.111,0.014192,0.002765,0.057324,0.998251,0
14,0.467,57.347,89.917,135.747,59.069,112.244,72.638,0.013819,0.004718,0.056198,0.998313,0
15,0.500,58.475,91.274,137.207,57.509,112.708,72.211,0.012528,0.007641,0.050305,0.998626,0
16,0.533,58.292,91.054,136.212,58.572,112.508,72.395,0.012658,0.007551,0.050897,0.998595,0
17,0.567,61.587,95.017,138.257,56.387,112.286,72.599,0.010935,0.014447,0.044275,0.998855,0
18,0.600,57.995,90.696,136.939,57.795,112.686,72.231,0.013197,0.006628,0.053207,0.998474,0
19,0.633,57.741,90.390,135.844,58.965,112.739,72.182,0.012270,0.009458,0.048810,0.998688,0
20,0.667,56.387,88.763,135.365,59.477,112.937,72.000,0.013844,0.005669,0.055725,0.998334,0
21,0.700,57.128,89.653,135.558,59.271,112.395,72.499,0.013598,0.006489,0.054906,0.998378,0
22,0.733,58.628,91.457,137.289,57.422,112.871,72.060,0.013063,0.006703,0.052273,0.998525,0
23,0.767,55.644,87.869,135.925,58.879,113.169,71.786,0.014954,0.001765,0.059511,0.998114,0
24,0.800,56.657,89.087,135.453,59.383,112.493,72.408,0.013674,0.005542,0.054637,0.998397,0
25,0.833,57.005,89.506,135.367,59.476,112.217,72.664,0.013540,0.008453,0.054812,0.998369,0
26,0.867,58.983,91.884,136.883,57.855,112.709,72.210,0.012747,0.009450,0.051112,0.998567,0
27,0.900,57.007,89.508,136.007,58.791,112.734,72.187,0.014418,0.005399,0.058044,0.998195,0
28,0.933,56.983,89.480,135.627,59.198,113.344,71.624,0.011341,0.013171,0.044759,0.998847,0
29,0.967,55.571,87.782,135.036,59.829,112.937,71.999,0.012705,0.009193,0.050802,0.998586,0
30,1.000,59.086,92.009,138.539,56.086,113.960,71.056,0.011291,0.012608,0.043542,0.998908,0
31,1.033,56.367,88.738,136.106,58.685,113.272,71.691,0.012371,0.011544,0.048799,0.998665,0
32,1.067,58.277,91.036,137.030,57.698,113.404,71.569,0.011461,0.013752,0.045407,0.998808,0
33,1.100,56.003,88.301,136.131,58.659,113.162,71.792,0.013319,0.008577,0.053058,0.998466,0
34,1.133,58.676,91.516,137.432,57.269,112.546,72.360,0.013078,0.009260,0.053076,0.998462,0
35,1.167,57.305,89.866,135.896,58.909,113.284,71.680,0.011099,0.013256,0.044577,0.998856,0
36,1.200,58.135,90.865,136.726,58.023,113.173,71.782,0.010979,0.014815,0.044066,0.998858,0
37,1.233,58.404,91.188,138.449,56.182,113.779,71.223,0.011851,0.010586,0.047243,0.998757,0
38,1.267,58.366,91.142,137.544,57.149,113.364,71.605,0.011749,0.011154,0.046967,0.998765,0
39,1.300,57.636,90.264,136.680,58.072,112.680,72.236,0.011813,0.011830,0.047763,0.998719,0
40,1.333,56.212,88.552,137.627,57.060,114.828,70.256,0.012039,0.007550,0.047506,0.998770,0
41,1.367,55.261,87.409,135.981,58.818,113.774,71.227,0.013157,0.006581,0.052957,0.998488,0
42,1.400,56.856,89.327,135.897,58.909,113.020,71.923,0.010995,0.013848,0.044120,0.998870,0
43,1.433,54.822,86.881,135.750,59.066,113.483,71.496,0.012522,0.008868,0.049625,0.998650,0
44,1.467,55.018,87.116,135.719,59.099,113.128,71.823,0.013629,0.006537,0.055156,0.998363,0
45,1.500,56.266,88.617,137.301,57.409,114.072,70.953,0.012616,0.008784,0.050489,0.998606,0
46,1.533,54.225,86.162,135.426,59.412,113.906,71.106,0.012427,0.008932,0.049705,0.998647,0
47,1.567,55.808,88.066,136.970,57.762,113.499,71.481,0.013998,0.004967,0.056573,0.998288,0
48,1.600,55.910,88.188,137.030,57.698,113.885,71.125,0.012060,0.011439,0.048690,0.998676,0
49,1.633,56.643,89.071,137.096,57.627,113.322,71.645,0.013550,0.006373,0.055035,0.998372,0
50,1.667,55.320,87.479,136.828,57.913,113.812,71.192,0.012305,0.009710,0.049538,0.998649,0
51,1.700,56.390,88.766,137.369,57.336,114.063,70.961,0.012022,0.010871,0.048040,0.998714,0
52,1.733,55.667,87.896,137.042,57.686,113.828,71.178,0.012527,0.009123,0.049883,0.998635,0
53,1.767,53.651,85.471,136.960,57.773,114.947,70.146,0.014426,0.001664,0.057303,0.998251,0
54,1.800,52.531,84.125,134.985,59.883,114.302,70.741,0.013225,0.005305,0.052488,0.998520,0
55,1.833,53.703,85.535,135.381,59.460,114.004,71.016,0.012069,0.007968,0.047403,0.998771,0
56,1.867,53.519,85.313,135.230,59.621,113.457,71.520,0.013415,0.005822,0.053414,0.998465,0
57,1.900,54.794,86.847,136.109,58.683,113.482,71.497,0.012463,0.010166,0.049967,0.998621,0
58,1.933,52.901,84.570,134.849,60.028,114.014,71.007,0.013550,0.005948,0.053650,0.998450,0
59,1.967,51.173,82.492,134.268,60.649,114.338,70.707,0.013578,0.005585,0.053770,0.998445,0
60,2.000,53.741,85.580,136.119,58.672,114.234,70.804,0.012672,0.010397,0.050229,0.998603,0
