frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
0,0.000,62.616,96.253,144.492,49.724,128.267,57.864,0.010876,-0.019912,0.065442,0.997598,0
1,0.033,59.924,93.016,142.411,51.948,126.607,59.395,0.011205,-0.016587,0.069009,0.997415,0
2,0.067,58.922,91.811,141.918,52.475,125.532,60.386,0.011857,-0.016575,0.071528,0.997230,0
3,0.100,55.559,87.766,140.487,54.004,125.035,60.845,0.013372,-0.021061,0.077438,0.996685,0
4,0.133,51.245,82.579,136.530,58.233,123.515,62.246,0.014072,-0.017410,0.079352,0.996595,0
5,0.167,49.218,80.141,134.192,60.731,122.946,62.770,0.013512,-0.011586,0.075803,0.996964,0
6,0.200,33.197,60.873,173.312,18.928,174.825,14.937,0.181506,0.038832,0.977767,-0.097567,0
7,0.233,34.002,61.841,173.624,18.595,172.438,17.138,0.167922,0.035391,0.980690,-0.093789,0
8,0.267,38.392,67.121,173.864,18.338,161.947,26.811,0.100674,0.015734,0.992702,-0.064502,0
9,0.300,28.111,54.757,124.352,71.245,120.679,64.861,0.013397,-0.001882,0.073400,0.997211,0
10,0.333,24.530,50.450,122.108,73.644,117.765,67.548,0.017257,-0.013467,0.089378,0.995757,0
11,0.367,27.505,54.027,171.553,20.807,179.534,10.595,0.248916,0.064723,0.955176,-0.146594,0
12,0.400,35.593,63.755,173.171,19.079,171.722,17.798,0.114282,0.014509,0.992561,-0.039390,0
13,0.433,15.017,39.009,114.613,81.653,112.480,72.421,0.012167,0.008743,0.065878,0.997715,0
14,0.467,34.320,62.224,174.874,17.259,171.671,17.845,0.130789,0.022909,0.988747,-0.068908,0
15,0.500,32.146,59.609,173.270,18.973,176.203,13.667,0.190667,0.040769,0.973477,-0.119693,0
16,0.533,11.096,34.293,112.455,83.959,113.083,71.865,0.007700,0.025767,0.039007,0.998877,0
17,0.567,38.133,66.809,176.466,15.557,162.264,26.518,0.044476,0.003697,0.998870,-0.016313,0
18,0.600,29.272,56.153,172.012,20.317,174.288,15.432,0.227054,0.051692,0.959188,-0.160416,0
19,0.633,13.082,36.681,114.873,81.375,113.304,71.661,0.011527,0.009257,0.058094,0.998202,0
20,0.667,21.960,47.359,169.348,23.163,166.009,23.066,0.034910,0.090462,-0.107814,0.989431,0
21,0.700,37.406,65.935,169.920,22.552,151.734,36.228,0.001468,0.045034,-0.006141,0.998965,0
22,0.733,43.944,73.798,171.298,21.080,151.560,36.388,-0.005018,0.035012,0.021827,0.999136,0
23,0.767,46.086,76.374,172.770,19.507,155.247,32.988,-0.001655,0.042634,0.010216,0.999037,0
24,0.800,53.119,84.832,175.549,16.537,157.874,30.566,-0.002930,0.018567,0.018396,0.999654,0
25,0.833,56.149,88.477,174.055,18.134,158.917,29.604,-0.008623,-0.010558,0.055884,0.998344,0
26,0.867,65.982,100.302,174.863,17.271,161.330,27.380,-0.010903,-0.038937,0.072072,0.996580,0
27,0.900,72.295,107.894,174.680,17.466,160.937,27.742,-0.014133,-0.061371,0.083113,0.994548,0
28,0.933,75.123,111.296,174.839,17.296,161.287,27.419,-0.015725,-0.083452,0.095282,0.991821,0
29,0.967,73.729,109.619,176.412,15.615,161.777,26.967,-0.015257,-0.092734,0.097846,0.990754,0
30,1.000,77.753,114.458,176.245,15.794,161.776,26.968,-0.013329,-0.080288,0.078285,0.993603,0
31,1.033,75.005,111.153,176.253,15.785,161.674,27.063,-0.013589,-0.086136,0.083001,0.992727,0
32,1.067,74.967,111.108,174.687,17.459,160.391,28.245,-0.010787,-0.042378,0.056635,0.997437,0
33,1.100,75.294,111.501,171.835,20.506,160.339,28.293,-0.006542,-0.021428,0.032128,0.999233,0
34,1.133,76.616,113.091,168.478,24.093,158.528,29.963,-0.000365,0.034049,0.008982,0.999380,0
35,1.167,79.184,116.179,165.798,26.957,158.846,29.669,0.014184,0.083044,-0.034610,0.995844,0
36,1.200,86.063,124.453,165.387,27.396,158.050,30.404,0.034693,0.132097,-0.080087,0.987387,0
37,1.233,90.901,130.270,163.921,28.963,158.474,30.013,0.057769,0.181824,-0.125918,0.973523,0
