frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
0,0.000,20.552,43.985,167.187,33.369,158.899,37.182,-0.003404,-0.048190,0.027012,0.998467,0
1,0.033,19.536,42.775,168.065,32.425,160.601,35.572,0.001341,-0.023875,-0.014687,0.999606,0
2,0.067,61.127,92.306,147.324,54.737,131.959,62.665,0.003169,0.002261,0.048497,0.998816,0
3,0.100,62.664,94.137,150.225,51.616,133.149,61.539,0.002660,0.005815,0.041018,0.999138,0
4,0.133,61.879,93.202,148.332,53.652,132.694,61.969,0.003037,0.000427,0.045861,0.998943,0
5,0.167,23.625,47.644,166.681,33.913,149.355,46.209,-0.004480,-0.017697,0.054320,0.998357,0
6,0.200,31.207,56.675,168.094,32.393,148.672,46.855,-0.006551,-0.023053,0.069749,0.997277,0
7,0.233,35.119,61.333,169.483,30.899,149.829,45.761,-0.006707,-0.036527,0.077476,0.996302,0
8,0.267,38.031,64.802,170.749,29.537,151.960,43.746,-0.006039,-0.025560,0.064673,0.997561,0
9,0.300,41.873,69.377,173.463,26.618,153.731,42.070,-0.006306,-0.045836,0.072982,0.996259,0
10,0.333,44.757,72.811,172.901,27.222,153.935,41.877,-0.007460,-0.030815,0.075968,0.996606,0
11,0.367,50.493,79.643,172.291,27.878,155.550,40.350,-0.004886,0.001707,0.039431,0.999209,0
12,0.400,54.977,84.983,172.014,28.176,154.672,41.180,-0.004574,0.000725,0.031384,0.999497,0
13,0.433,61.593,92.862,146.701,55.406,133.949,60.782,0.002020,0.011031,0.032515,0.999408,0
14,0.467,62.044,93.400,145.832,56.341,133.911,60.818,0.001336,0.021191,0.025714,0.999444,0
15,0.500,61.735,93.031,146.531,55.589,132.857,61.815,0.002481,0.007745,0.038856,0.999212,0
16,0.533,61.586,92.854,147.104,54.973,132.824,61.846,0.003141,0.002452,0.046993,0.998887,0
17,0.567,61.597,92.867,146.617,55.497,132.975,61.703,0.003149,0.002513,0.044974,0.998980,0
18,0.600,62.664,94.137,148.005,54.004,133.245,61.448,0.002761,0.005415,0.040416,0.999164,0
19,0.633,63.326,94.926,148.116,53.885,133.274,61.421,0.002814,0.005158,0.041678,0.999114,0
20,0.667,60.833,91.957,146.616,55.498,132.267,62.373,0.003446,0.000325,0.050519,0.998717,0
21,0.700,61.280,92.489,146.057,56.099,132.582,62.075,0.002869,0.004265,0.042787,0.999071,0
22,0.733,60.993,92.148,146.743,55.362,133.031,61.651,0.002777,0.004251,0.039969,0.999188,0
23,0.767,61.819,93.131,147.480,54.569,132.181,62.455,0.004037,-0.004586,0.052967,0.998578,0
24,0.800,62.352,93.766,147.691,54.342,132.700,61.963,0.003366,-0.000239,0.046645,0.998906,0
25,0.833,61.965,93.304,148.010,53.998,132.798,61.871,0.003249,0.001665,0.045541,0.998956,0
26,0.867,60.737,91.843,146.335,55.800,131.880,62.739,0.003894,-0.005086,0.053319,0.998557,0
27,0.900,61.790,93.097,147.165,54.908,132.393,62.254,0.003391,0.000055,0.048594,0.998813,0
28,0.933,61.383,92.612,147.108,54.969,132.214,62.423,0.003146,0.003133,0.046101,0.998927,0
29,0.967,60.698,91.796,146.028,56.130,132.858,61.814,0.002852,0.005251,0.041587,0.999117,0
30,1.000,62.857,94.368,149.738,52.140,132.801,61.868,0.004111,-0.004795,0.052505,0.998601,0
31,1.033,17.231,40.030,158.539,42.672,147.524,47.941,0.999688,0.024187,0.004179,0.004689,0
32,1.067,17.927,40.860,159.851,41.261,149.049,46.498,0.999440,0.031615,-0.008742,0.006569,0
33,1.100,16.169,38.765,160.529,40.531,147.512,47.953,0.999685,0.021449,-0.012093,0.004941,0
34,1.133,17.273,40.081,160.336,40.739,149.244,46.315,0.999965,-0.001020,0.008319,-0.000201,0
35,1.167,17.745,40.643,158.826,42.363,149.526,46.047,0.999672,-0.012303,0.022354,-0.002285,0
36,1.200,17.076,39.846,160.167,40.920,148.470,47.047,0.999995,-0.001286,0.002931,-0.000271,0
37,1.233,16.292,38.912,158.909,42.274,149.689,45.893,0.998860,-0.027464,0.038695,-0.005121,0
38,1.267,15.784,38.308,159.626,41.503,148.630,46.895,0.998522,-0.031652,0.043716,-0.006383,0
39,1.300,16.091,38.672,159.816,41.299,149.354,46.211,0.998886,-0.029689,0.036209,-0.005790,0
40,1.333,16.624,39.307,161.520,39.465,150.647,44.987,0.999387,-0.025086,0.023957,-0.004665,0
41,1.367,15.794,38.319,156.164,45.227,138.355,56.614,0.999893,-0.011983,-0.008060,-0.002535,0
42,1.400,21.618,45.255,159.254,41.903,138.942,56.059,0.999494,-0.030597,0.006574,-0.005704,0
43,1.433,28.643,53.621,162.224,38.708,141.394,53.739,0.999077,-0.040843,0.011458,-0.006747,0
44,1.467,35.971,62.348,164.739,36.002,144.358,50.936,0.998537,-0.049429,0.020882,-0.006746,0
45,1.500,45.604,73.820,170.079,30.258,148.290,47.216,0.998111,-0.057449,0.020730,-0.006667,0
46,1.533,51.016,80.266,172.832,27.296,152.104,43.609,0.998160,-0.057910,0.017104,-0.005535,0
47,1.567,55.143,85.180,174.992,24.973,156.370,39.574,0.999528,-0.030155,-0.005113,-0.002959,0
48,1.600,52.697,82.268,175.341,24.598,159.971,36.168,0.999815,-0.015061,-0.011902,-0.001222,0
49,1.633,48.828,77.660,174.554,25.444,163.780,32.565,-0.000625,0.000641,0.015644,0.999877,0
50,1.667,41.403,68.817,174.184,25.842,165.786,30.667,0.000322,0.020363,-0.000855,0.999792,0
51,1.700,61.142,92.325,147.143,54.931,131.732,62.879,0.005171,-0.011862,0.062154,0.997983,0
52,1.733,60.486,91.543,146.095,56.059,132.188,62.447,0.003713,-0.000983,0.049903,0.998747,0
53,1.767,62.728,94.213,148.201,53.793,131.833,62.784,0.004677,-0.009344,0.058683,0.998222,0
54,1.800,64.485,96.306,147.984,54.027,132.664,61.998,0.003389,0.000539,0.047671,0.998857,0
55,1.833,62.796,94.295,147.035,55.048,132.828,61.842,0.003063,0.003531,0.043753,0.999031,0
56,1.867,65.041,96.968,149.638,52.247,132.774,61.893,0.004178,-0.005952,0.052934,0.998572,0
57,1.900,64.095,95.841,149.389,52.515,133.833,60.892,0.003031,0.004320,0.042421,0.999086,0
58,1.933,63.383,94.994,148.064,53.940,133.041,61.641,0.003354,0.000128,0.045191,0.998973,0
59,1.967,62.904,94.423,147.854,54.166,132.346,62.298,0.004111,-0.004454,0.052882,0.998582,0
60,2.000,63.237,94.820,147.629,54.409,132.640,62.020,0.003990,-0.005188,0.051950,0.998628,0
61,2.033,64.436,96.247,149.024,52.907,133.208,61.483,0.003534,-0.001586,0.046926,0.998891,0
62,2.067,60.868,91.999,146.738,55.367,132.404,62.244,0.004190,-0.005618,0.054989,0.998462,0
63,2.100,63.898,95.607,149.370,52.536,133.720,60.999,0.003463,-0.001991,0.046261,0.998921,0
64,2.133,62.079,93.440,147.168,54.905,133.223,61.469,0.003567,-0.002079,0.049037,0.998788,0
65,2.167,64.434,96.246,149.725,52.154,134.598,60.168,0.002901,0.004448,0.042236,0.999094,0
66,2.200,63.760,95.443,147.779,54.247,133.450,61.254,0.003874,-0.005176,0.053596,0.998542,0
67,2.233,63.067,94.617,148.637,53.324,133.501,61.206,0.003935,-0.004060,0.053035,0.998577,0
68,2.267,60.430,91.477,146.053,56.104,133.549,61.160,0.003313,0.001017,0.044903,0.998985,0
69,2.300,60.739,91.845,147.076,55.003,134.282,60.467,0.003031,0.001121,0.041186,0.999146,0
70,2.333,63.860,95.562,149.065,52.863,134.687,60.084,0.002958,-0.000080,0.039147,0.999229,0
71,2.367,63.682,95.350,149.532,52.361,135.168,59.629,0.003228,-0.001839,0.039643,0.999207,0
72,2.400,63.161,94.729,150.926,50.862,135.328,59.478,0.004876,-0.010632,0.052259,0.998565,0
73,2.433,64.910,96.812,151.510,50.233,135.277,59.526,0.004574,-0.009650,0.049375,0.998723,0
