frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
0,0.000,32.734,45.463,176.851,21.005,171.825,27.032,0.046282,0.004346,0.998621,-0.024395,0
1,0.033,32.739,45.469,177.028,20.816,170.050,28.975,0.041680,0.003532,0.998839,-0.023890,0
2,0.067,32.161,44.794,176.616,21.256,169.269,29.830,0.039402,0.003110,0.998980,-0.021854,0
3,0.100,32.425,45.103,176.686,21.181,169.448,29.634,0.039036,0.003459,0.998939,-0.024173,0
4,0.133,26.660,38.378,175.834,22.091,171.977,26.866,0.069900,0.008359,0.995940,-0.056104,0
5,0.167,26.721,38.449,175.661,22.276,172.754,26.014,0.035804,0.000768,0.999355,-0.002549,0
6,0.200,16.808,26.884,166.658,31.892,173.693,24.987,0.037712,0.104480,-0.145978,0.983032,0
7,0.233,31.575,44.111,165.860,32.744,151.440,49.348,0.995767,-0.080152,0.044489,-0.006708,0
8,0.267,41.358,55.524,169.330,29.038,151.554,49.223,0.996504,-0.073273,0.039531,-0.006959,0
9,0.300,47.746,62.976,172.223,25.948,151.983,48.754,0.996757,-0.072700,0.033611,-0.007796,0
10,0.333,51.522,67.381,175.290,22.672,155.339,45.079,0.998683,-0.046527,0.021015,-0.005131,0
11,0.367,55.608,72.148,177.029,20.815,158.467,41.655,0.998904,-0.041417,0.021333,-0.004612,0
12,0.400,55.946,72.543,177.700,20.098,160.276,39.675,0.998448,-0.049895,0.024118,-0.005595,0
13,0.433,56.633,73.343,176.991,20.856,160.783,39.120,0.997719,-0.061673,0.026570,-0.006908,0
14,0.467,57.157,73.954,176.821,21.037,161.453,38.386,0.997043,-0.069222,0.032573,-0.007228,0
15,0.500,59.763,76.996,175.752,22.179,161.974,37.816,0.995701,-0.083890,0.038530,-0.007639,0
16,0.533,60.248,77.561,175.252,22.713,163.167,36.510,-0.005561,-0.062598,0.068239,0.995688,0
17,0.567,64.402,82.407,174.322,23.705,161.539,38.292,-0.005580,-0.018624,0.047106,0.998701,0
18,0.600,69.014,87.788,174.717,23.284,162.741,36.976,-0.000876,0.017030,0.010916,0.999795,0
19,0.633,75.394,95.230,175.457,22.494,163.320,36.342,0.003447,0.036665,-0.017090,0.999176,0
20,0.667,75.258,95.072,175.364,22.593,164.728,34.801,0.008530,0.072398,-0.049519,0.996109,0
21,0.700,78.194,98.496,176.949,20.900,163.182,36.494,0.011655,0.082971,-0.059847,0.994685,0
22,0.733,81.539,102.399,168.100,30.352,169.805,29.243,0.000168,0.008334,-0.010843,0.999906,0
23,0.767,44.407,59.081,175.643,22.295,169.267,29.833,0.779854,0.403640,-0.413093,0.241364,0
24,0.800,50.492,66.180,175.280,22.683,166.775,32.560,0.755178,0.407275,-0.438641,0.267258,0
25,0.833,81.845,102.756,167.917,30.546,168.936,30.194,0.000161,0.009425,-0.010373,0.999902,0
26,0.867,79.436,99.945,167.260,31.248,169.611,29.455,0.000106,0.006523,-0.007902,0.999947,0
27,0.900,,,,,,,,,,,1
28,0.933,,,,,,,,,,,1
29,0.967,,,,,,,,,,,1
30,1.000,,,,,,,,,,,1
31,1.033,,,,,,,,,,,1
32,1.067,80.881,101.631,166.668,31.880,170.215,28.794,0.000024,0.005365,-0.003635,0.999979,0
33,1.100,82.775,103.841,167.434,31.063,170.764,28.194,0.000044,0.007412,-0.005896,0.999955,0
34,1.133,81.377,102.210,166.896,31.637,170.333,28.665,0.999971,-0.006107,0.004449,0.000040,0
35,1.167,81.543,102.403,167.085,31.435,169.997,29.033,0.999959,-0.007077,0.005651,0.000067,0
36,1.200,83.119,104.242,168.076,30.377,170.108,28.911,0.000060,0.009425,-0.008034,0.999923,0
37,1.233,84.444,105.787,167.935,30.528,170.582,28.392,0.999964,-0.006957,0.004819,0.000052,0
38,1.267,84.366,105.697,167.259,31.250,170.215,28.794,0.999962,-0.007478,0.004544,0.000059,0
39,1.300,82.981,104.081,167.036,31.488,170.102,28.918,0.999916,-0.009474,0.008896,0.000128,0
40,1.333,82.325,103.316,166.983,31.545,170.354,28.642,0.999936,-0.008755,0.007139,0.000097,0
41,1.367,83.445,104.622,167.199,31.314,170.007,29.022,0.999877,-0.011533,0.010619,0.000168,0
42,1.400,83.023,104.130,167.101,31.418,169.539,29.534,0.000115,0.013929,-0.010774,0.999845,0
43,1.433,84.148,105.442,168.051,30.404,169.630,29.435,0.000093,0.012291,-0.009245,0.999882,0
44,1.467,83.899,105.152,167.682,30.798,170.176,28.837,0.999825,-0.013834,0.012613,0.000228,0
45,1.500,83.196,104.332,167.760,30.714,169.435,29.648,0.000031,0.008722,-0.005185,0.999949,0
46,1.533,83.261,104.408,167.876,30.591,169.946,29.089,0.000053,0.010768,-0.006013,0.999924,0
47,1.567,80.877,101.627,165.594,33.028,170.627,28.343,0.000105,0.011804,-0.009163,0.999888,0
